Entity,Code,Year,"Railways, passengers carried (passenger-km) (passenger-km)"
East Asia & Pacific (IDA & IBRD),,1987,3606129032.25806
East Asia & Pacific (IDA & IBRD),,1988,3505600000
East Asia & Pacific (IDA & IBRD),,1989,2109341000
East Asia & Pacific (IDA & IBRD),,1990,1912957000
East Asia & Pacific (IDA & IBRD),,1991,1849000000
East Asia & Pacific (IDA & IBRD),,1992,1751669000
East Asia & Pacific (IDA & IBRD),,1993,1750564827.5
East Asia & Pacific (IDA & IBRD),,1994,1796000000
East Asia & Pacific (IDA & IBRD),,1995,2133199999.9999998
East Asia & Pacific (IDA & IBRD),,1996,2260700000
East Asia & Pacific (IDA & IBRD),,1997,1988000000
East Asia & Pacific (IDA & IBRD),,1998,2542000000
East Asia & Pacific (IDA & IBRD),,1999,1312000000
East Asia & Pacific (IDA & IBRD),,2000,1312000000
East Asia & Pacific (IDA & IBRD),,2002,2274500000
East Asia & Pacific (IDA & IBRD),,2003,2986000000
East Asia & Pacific (IDA & IBRD),,2004,3153500000
East Asia & Pacific (IDA & IBRD),,2005,4558000000
East Asia & Pacific (IDA & IBRD),,2006,4248000000
East Asia & Pacific (IDA & IBRD),,2008,6348000000
East Asia & Pacific (IDA & IBRD),,2011,6037500000
East Asia & Pacific (IDA & IBRD),,2012,6031000000
East Asia & Pacific (IDA & IBRD),,2013,6026000000
East Asia & Pacific (IDA & IBRD),,2014,5878290000
East Asia & Pacific (excluding high income),,1980,5193850000
East Asia & Pacific (excluding high income),,1981,4617177419.35484
East Asia & Pacific (excluding high income),,1982,4810483870.96774
East Asia & Pacific (excluding high income),,1983,5038387096.7741995
East Asia & Pacific (excluding high income),,1984,4891290322.580641
East Asia & Pacific (excluding high income),,1985,3476608064.51613
East Asia & Pacific (excluding high income),,1986,3374838709.67742
East Asia & Pacific (excluding high income),,1987,3606129032.25806
East Asia & Pacific (excluding high income),,1988,3505600000
East Asia & Pacific (excluding high income),,1989,2109341000
East Asia & Pacific (excluding high income),,1990,1912957000
East Asia & Pacific (excluding high income),,1991,1849000000
East Asia & Pacific (excluding high income),,1992,1751669000
East Asia & Pacific (excluding high income),,1993,1750564827.5
East Asia & Pacific (excluding high income),,1994,1796000000
East Asia & Pacific (excluding high income),,1995,2133199999.9999998
East Asia & Pacific (excluding high income),,1996,2260700000
East Asia & Pacific (excluding high income),,1997,1988000000
East Asia & Pacific (excluding high income),,1998,2542000000
East Asia & Pacific (excluding high income),,1999,1312000000
East Asia & Pacific (excluding high income),,2000,1312000000
East Asia & Pacific (excluding high income),,2002,2274500000
East Asia & Pacific (excluding high income),,2003,2986000000
East Asia & Pacific (excluding high income),,2004,3153500000
East Asia & Pacific (excluding high income),,2005,4558000000
East Asia & Pacific (excluding high income),,2006,4248000000
Egypt,EGY,1980,11164000000
Egypt,EGY,1981,12480000000
Egypt,EGY,1982,14468000000
Egypt,EGY,1983,15620000000
Egypt,EGY,1984,16853000000
Egypt,EGY,1985,18486000000
Egypt,EGY,1986,23921000000
Egypt,EGY,1990,34876000000
Egypt,EGY,1991,42589000000
Egypt,EGY,1992,44523000000
Egypt,EGY,1993,46851000000
Egypt,EGY,1994,26127000000
Egypt,EGY,1995,29110000000
Egypt,EGY,1996,29669000000
Egypt,EGY,1997,32480000000
Egypt,EGY,1998,33121000000
Egypt,EGY,1999,33969000000
Egypt,EGY,2000,34960000000
Egypt,EGY,2001,38160000000
Egypt,EGY,2002,39083000000
Egypt,EGY,2003,46185000000
Egypt,EGY,2004,40837000000
Egypt,EGY,2005,40837000000
Egypt,EGY,2006,40837000000
Egypt,EGY,2007,40837000000
Egypt,EGY,2008,40830000000
Egypt,EGY,2009,40837000000
Egypt,EGY,2010,40837000000
Egypt,EGY,2011,40837000000
Egypt,EGY,2012,40837000000
Egypt,EGY,2013,40837000000
Egypt,EGY,2014,40837000000
Estonia,EST,1980,1553000000
Estonia,EST,1981,1593000000
Estonia,EST,1982,1580000000
Estonia,EST,1983,1649000000
Estonia,EST,1984,1672000000
Estonia,EST,1985,1649000000
Estonia,EST,1986,1721000000
Estonia,EST,1987,1764000000
Estonia,EST,1988,1722000000
Estonia,EST,1989,1582000000
Estonia,EST,1990,1510000000
Estonia,EST,1991,1273000000
Estonia,EST,1992,950000000
Estonia,EST,1993,722000000
Estonia,EST,1994,537000000
Estonia,EST,1995,421000000
Estonia,EST,1996,435000000
Estonia,EST,1997,262000000
Estonia,EST,1998,236000000
Estonia,EST,1999,238000000
Estonia,EST,2000,261000000
Estonia,EST,2001,183000000
Estonia,EST,2002,177000000
Estonia,EST,2003,182000000
Estonia,EST,2004,192000000
Estonia,EST,2005,248000000
Estonia,EST,2006,260000000
Estonia,EST,2007,273000000
Estonia,EST,2008,274000000
Estonia,EST,2010,248000000
Estonia,EST,2011,243000000
Estonia,EST,2012,237000000
Estonia,EST,2013,237000000
Estonia,EST,2014,237000000
Ethiopia,ETH,1980,310400000
Ethiopia,ETH,1981,304500000
Ethiopia,ETH,1982,359900000
Ethiopia,ETH,1983,247700000
Ethiopia,ETH,1984,220700000
Ethiopia,ETH,1989,297600000
Ethiopia,ETH,1991,157000000
Euro area,,1980,5425500000
Euro area,,1981,5367850000
Euro area,,1982,5196150000
Euro area,,1983,5172000000
Euro area,,1984,5383000000
Euro area,,1985,5469500000
Euro area,,1986,5688000000
Euro area,,1987,5793000000
Euro area,,1988,5898500000
Euro area,,1989,5678500000
Euro area,,1990,5515000000
Euro area,,1991,4809000000
Euro area,,1992,4675000000
Euro area,,1993,4569000000
Euro area,,1994,4829000000
Euro area,,1995,4505500000
Euro area,,1996,4135500000
Euro area,,1997,3970500000
Euro area,,1998,3989500000
Euro area,,1999,3872000000
Euro area,,2000,3518500000
Euro area,,2001,3487000000
Euro area,,2002,3500500000
Euro area,,2003,3338500000
Euro area,,2004,3383500000
Euro area,,2005,3445000000
Euro area,,2006,3560000000
Euro area,,2007,3694000000
Euro area,,2008,3933000000
Euro area,,2009,3876000000
Euro area,,2010,3959000000
Euro area,,2011,3816000000
Euro area,,2012,4035000000
Euro area,,2013,3681835000
Euro area,,2014,3696405000
Euro area,,2015,7223000000
Euro area,,2016,3802760000
Europe & Central Asia,,1980,6963000000
Europe & Central Asia,,1981,6906500000
Europe & Central Asia,,1982,6629950000
Europe & Central Asia,,1983,6545500000
Europe & Central Asia,,1984,6463600000
Europe & Central Asia,,1985,6489000000
Europe & Central Asia,,1986,6069000000
Europe & Central Asia,,1987,6174000000
Europe & Central Asia,,1988,6528000000
Europe & Central Asia,,1989,6622000000
Europe & Central Asia,,1990,6474500000
Europe & Central Asia,,1991,5688000000
Europe & Central Asia,,1992,5694000000
Europe & Central Asia,,1993,5833500000
Europe & Central Asia,,1994,5368000000
Europe & Central Asia,,1995,4796500000
Europe & Central Asia,,1996,5085000000
Europe & Central Asia,,1997,5863000000
Europe & Central Asia,,1998,5382000000
Europe & Central Asia,,1999,5629500000
Europe & Central Asia,,2000,5381000000
Europe & Central Asia,,2001,5559000000
Europe & Central Asia,,2002,5204000000
Europe & Central Asia,,2003,5565000000
Europe & Central Asia,,2004,5131500000
Europe & Central Asia,,2005,2926000000
Europe & Central Asia,,2006,3514000000
Europe & Central Asia,,2007,3694000000
Europe & Central Asia,,2008,3259500000
Europe & Central Asia,,2009,3821000000
Europe & Central Asia,,2010,3718000000
Europe & Central Asia,,2011,3750000000
Europe & Central Asia,,2012,4035000000
Europe & Central Asia,,2013,3167835000
Europe & Central Asia,,2014,3518810000
Europe & Central Asia,,2015,4911170000
Europe & Central Asia,,2016,3868000000
Europe & Central Asia (IDA & IBRD),,1985,5276000000
Europe & Central Asia (IDA & IBRD),,1988,8143000000
Europe & Central Asia (IDA & IBRD),,1989,7601000000
Europe & Central Asia (IDA & IBRD),,1990,7793000000
Europe & Central Asia (IDA & IBRD),,1991,5457200000
Europe & Central Asia (IDA & IBRD),,1992,5826000000
Europe & Central Asia (IDA & IBRD),,1993,5837000000
Europe & Central Asia (IDA & IBRD),,1994,5059000000
Europe & Central Asia (IDA & IBRD),,1995,2412000000
Europe & Central Asia (IDA & IBRD),,1996,2029000000
Europe & Central Asia (IDA & IBRD),,1997,4013000000
Europe & Central Asia (IDA & IBRD),,1998,2188000000
Europe & Central Asia (IDA & IBRD),,1999,2858500000
Europe & Central Asia (IDA & IBRD),,2000,2163000000
Europe & Central Asia (IDA & IBRD),,2001,1241000000
Europe & Central Asia (IDA & IBRD),,2002,2163000000
Europe & Central Asia (IDA & IBRD),,2003,1840000000
Europe & Central Asia (IDA & IBRD),,2004,1920500000
Europe & Central Asia (IDA & IBRD),,2005,1266000000
Europe & Central Asia (IDA & IBRD),,2006,1324000000
Europe & Central Asia (IDA & IBRD),,2007,1611000000
Europe & Central Asia (IDA & IBRD),,2008,1570000000
Europe & Central Asia (IDA & IBRD),,2009,1760000000
Europe & Central Asia (IDA & IBRD),,2010,1742000000
Europe & Central Asia (IDA & IBRD),,2011,1648500000
Europe & Central Asia (IDA & IBRD),,2012,1811000000
Europe & Central Asia (IDA & IBRD),,2013,858000000
Europe & Central Asia (IDA & IBRD),,2014,1314625000
Europe & Central Asia (IDA & IBRD),,2015,1552190000
Europe & Central Asia (IDA & IBRD),,2016,1897000000
Europe & Central Asia (excluding high income),,1985,4719500000
Europe & Central Asia (excluding high income),,1988,8143000000
Europe & Central Asia (excluding high income),,1989,7601000000
Europe & Central Asia (excluding high income),,1990,7793000000
Europe & Central Asia (excluding high income),,1991,5457200000
Europe & Central Asia (excluding high income),,1992,5826000000
Europe & Central Asia (excluding high income),,1993,5837000000
Europe & Central Asia (excluding high income),,1994,5059000000
Europe & Central Asia (excluding high income),,1995,2412000000
Europe & Central Asia (excluding high income),,1996,2029000000
Europe & Central Asia (excluding high income),,1997,4013000000
Europe & Central Asia (excluding high income),,1998,2188000000
Europe & Central Asia (excluding high income),,1999,2858500000
Europe & Central Asia (excluding high income),,2000,2163000000
Europe & Central Asia (excluding high income),,2001,1170000000
Europe & Central Asia (excluding high income),,2002,2163000000
Europe & Central Asia (excluding high income),,2003,1710000000
Europe & Central Asia (excluding high income),,2004,1806500000
Europe & Central Asia (excluding high income),,2005,974000000
Europe & Central Asia (excluding high income),,2006,1120000000
Europe & Central Asia (excluding high income),,2007,1435000000
Europe & Central Asia (excluding high income),,2008,1047000000
Europe & Central Asia (excluding high income),,2009,1355000000
Europe & Central Asia (excluding high income),,2010,917000000
Europe & Central Asia (excluding high income),,2011,1251000000
Europe & Central Asia (excluding high income),,2012,1811000000
Europe & Central Asia (excluding high income),,2013,777000000
Europe & Central Asia (excluding high income),,2014,1159625000
Europe & Central Asia (excluding high income),,2015,1552190000
Europe & Central Asia (excluding high income),,2016,1897000000
European Union,,1980,6875000000
European Union,,1981,6906500000
European Union,,1982,6629950000
European Union,,1983,6545500000
European Union,,1984,6463600000
European Union,,1985,6579000000
European Union,,1986,6110500000
European Union,,1987,6141500000
European Union,,1988,6214500000
European Union,,1989,6230000000
European Union,,1990,6307500000
European Union,,1991,5606000000
European Union,,1992,5543500000
European Union,,1993,5833500000
European Union,,1994,5906000000
European Union,,1995,6219000000
European Union,,1996,6218000000
European Union,,1997,6814000000
European Union,,1998,6997000000
European Union,,1999,6929000000
European Union,,2000,6006000000
European Union,,2001,5575000000
European Union,,2002,5792000000
European Union,,2003,5733000000
European Union,,2004,5390000000
European Union,,2005,5673000000
European Union,,2006,5680000000
European Union,,2007,6244000000
European Union,,2008,5927000000
European Union,,2009,6218500000
European Union,,2010,5975500000
European Union,,2011,5760000000
European Union,,2012,6151000000
European Union,,2013,5802000000
European Union,,2014,5789000000
European Union,,2015,5832000000
European Union,,2016,4164000000
Finland,FIN,1980,3216000000
Finland,FIN,1981,3274000000
Finland,FIN,1982,3326000000
Finland,FIN,1983,3339000000
Finland,FIN,1984,3276000000
Finland,FIN,1985,3224000000
Finland,FIN,1986,2676000000
Finland,FIN,1987,3106000000
Finland,FIN,1988,3201000000
Finland,FIN,1989,3208000000
Finland,FIN,1990,3331000000
Finland,FIN,1991,3230000000
Finland,FIN,1992,3057000000
Finland,FIN,1993,3007000000
Finland,FIN,1994,3037000000
Finland,FIN,1995,3184000000
Finland,FIN,1996,3254000000
Finland,FIN,1997,3376000000
Finland,FIN,1998,3377000000
Finland,FIN,1999,3415000000
Finland,FIN,2000,3405000000
Finland,FIN,2001,3282000000
Finland,FIN,2002,3318000000
Finland,FIN,2003,3338000000
Finland,FIN,2004,3352000000
Finland,FIN,2005,3478000000
Finland,FIN,2006,3606000000
Finland,FIN,2007,3778000000
Finland,FIN,2008,4052000000
Finland,FIN,2009,3876000000
Finland,FIN,2010,3959000000
Finland,FIN,2011,3882000000
Finland,FIN,2012,4035000000
Finland,FIN,2013,4053000000
Finland,FIN,2014,3874000000
Finland,FIN,2015,4113000000
Finland,FIN,2016,3868000000
France,FRA,1980,54660000000
France,FRA,1981,55840000000
France,FRA,1982,57040000000
France,FRA,1983,58600000000
France,FRA,1984,59952600000
France,FRA,1985,62070000000
France,FRA,1986,59860000000
France,FRA,1987,59732000000
France,FRA,1988,63057000000
France,FRA,1989,64256000000
France,FRA,1990,63761000000
France,FRA,1991,62101000000
France,FRA,1992,62647000000
France,FRA,1993,58164000000
France,FRA,1994,58675000000
France,FRA,1995,55311000000
France,FRA,1996,59528000000
France,FRA,1997,61831000000
France,FRA,1998,64528000000
France,FRA,1999,66495000000
France,FRA,2000,69860000000
France,FRA,2001,71209000000
France,FRA,2002,73227000000
France,FRA,2003,71937000000
France,FRA,2004,74014000000
France,FRA,2005,78306000000
France,FRA,2006,78465000000
France,FRA,2007,83299000000
France,FRA,2008,88283000000
France,FRA,2009,87667000000
France,FRA,2010,86853000000
France,FRA,2011,88064000000
France,FRA,2012,85634000000
France,FRA,2013,84785000000
France,FRA,2014,83914000000
France,FRA,2015,84682000000
Gabon,GAB,1980,9800000
Gabon,GAB,1981,15000000
Gabon,GAB,1982,13300000
Gabon,GAB,1983,19300000
Gabon,GAB,1984,30500000
Gabon,GAB,1985,28527000
Gabon,GAB,1986,30844000
Gabon,GAB,1987,33614000
Gabon,GAB,1988,48409000
Gabon,GAB,1989,54400000
Gabon,GAB,1990,54200000
Gabon,GAB,1993,48000000
Gabon,GAB,1994,69000000
Gabon,GAB,1995,77000000
Gabon,GAB,1997,85000000
Gabon,GAB,1999,88000000
Gabon,GAB,2000,88000000
Gabon,GAB,2001,63000000
Gabon,GAB,2003,86000000
Gabon,GAB,2004,92000000
Gabon,GAB,2005,95000000
Gabon,GAB,2006,95000000
Gabon,GAB,2007,76000000
Gabon,GAB,2008,99000000
Gabon,GAB,2009,95000000
Gabon,GAB,2010,111000000
Gabon,GAB,2011,118000000
Gabon,GAB,2012,118000000
Gabon,GAB,2013,125000000
Gabon,GAB,2014,109000000
Gabon,GAB,2015,112000000
Gabon,GAB,2016,127000000
Georgia,GEO,1985,2950000000
Georgia,GEO,1990,1969000000
Georgia,GEO,1993,1003000000
Georgia,GEO,1994,1165000000
Georgia,GEO,1995,371000000
Georgia,GEO,1996,380000000
Georgia,GEO,1997,294000000
Georgia,GEO,1998,397000000
Georgia,GEO,1999,355000000
Georgia,GEO,2000,453000000
Georgia,GEO,2001,401000000
Georgia,GEO,2002,401000000
Georgia,GEO,2003,387000000
Georgia,GEO,2004,614000000
Georgia,GEO,2005,720000000
Georgia,GEO,2006,720000000
Georgia,GEO,2007,809000000
Georgia,GEO,2008,774000000
Georgia,GEO,2009,626000000
Georgia,GEO,2010,655000000
Georgia,GEO,2011,641000000
Georgia,GEO,2013,585000000
Georgia,GEO,2014,549800000
Georgia,GEO,2015,464600000
Germany,DEU,1994,64539000000
Germany,DEU,1995,70334000000
Germany,DEU,1996,71028000000
Germany,DEU,1997,71630000000
Germany,DEU,1998,71856000000
Germany,DEU,1999,72846000000
Germany,DEU,2000,74388000000
Germany,DEU,2001,73899000000
Germany,DEU,2002,69848000000
Germany,DEU,2003,69596000000
Germany,DEU,2004,69997000000
Germany,DEU,2005,72568000000
Germany,DEU,2006,74727000000
Germany,DEU,2007,74740000000
Germany,DEU,2008,76997000000
Germany,DEU,2009,76772000000
Germany,DEU,2010,78582000000
Germany,DEU,2011,79228000000
Germany,DEU,2012,80210000000
Germany,DEU,2013,79906000000
Germany,DEU,2014,79339000000
Germany,DEU,2015,79257000000
Ghana,GHA,1980,542000000
Ghana,GHA,1983,396000000
Ghana,GHA,1986,265000000
Ghana,GHA,1987,303000000
Ghana,GHA,1988,353000000
Ghana,GHA,1990,240000000
Ghana,GHA,2000,83000000
Ghana,GHA,2001,53000000
Ghana,GHA,2003,85000000
Ghana,GHA,2004,85000000
Ghana,GHA,2005,85000000
Ghana,GHA,2008,85000000
Greece,GRC,1980,1464000000
Greece,GRC,1981,1515000000
Greece,GRC,1982,1501000000
Greece,GRC,1983,1629000000
Greece,GRC,1984,1652000000
Greece,GRC,1985,1732000000
Greece,GRC,1986,1954000000
Greece,GRC,1987,1973000000
Greece,GRC,1988,1963000000
Greece,GRC,1989,2011000000
Greece,GRC,1990,1977000000
Greece,GRC,1991,1995000000
Greece,GRC,1992,2004000000
Greece,GRC,1993,1726000000
Greece,GRC,1994,1599000000
Greece,GRC,1995,1568000000
Greece,GRC,1996,1752000000
Greece,GRC,1997,1884000000
Greece,GRC,1998,1816000000
Greece,GRC,1999,1583000000
Greece,GRC,2000,1583000000
Greece,GRC,2001,1783000000
Greece,GRC,2002,1836000000
Greece,GRC,2003,1574000000
Greece,GRC,2004,1668000000
Greece,GRC,2005,1854000000
Greece,GRC,2006,1811000000
Greece,GRC,2007,1954000000
Greece,GRC,2008,2003000000
Greece,GRC,2009,1413000000
Greece,GRC,2011,1413000000
Greece,GRC,2012,1413000000
Greece,GRC,2013,774390000
Greece,GRC,2014,1413000000
High income,,1980,6432000000
High income,,1981,6353350000
High income,,1982,5897650000
High income,,1983,5827500000
High income,,1984,5950100000
High income,,1985,6148500000
High income,,1986,5936000000
High income,,1987,5960000000
High income,,1988,6058500000
High income,,1989,6060000000
High income,,1990,6076000000
High income,,1991,5606000000
High income,,1992,5464000000
High income,,1993,5397000000
High income,,1994,5508000000
High income,,1995,4809000000
High income,,1996,5468500000
High income,,1997,5897000000
High income,,1998,6997000000
High income,,1999,6021000000
High income,,2000,5693500000
High income,,2001,5567000000
High income,,2002,5660000000
High income,,2003,5397000000
High income,,2004,5245000000
High income,,2005,6152000000
High income,,2006,5666000000
High income,,2007,5984000000
High income,,2008,5843000000
High income,,2009,6462000000
High income,,2010,6553000000
High income,,2011,6533000000
High income,,2012,6907000000
High income,,2013,6009500000
High income,,2014,6070000000
High income,,2015,6692000000
Hungary,HUN,1980,13550000000
Hungary,HUN,1981,13389000000
Hungary,HUN,1982,12913000000
Hungary,HUN,1983,10981000000
Hungary,HUN,1984,11155000000
Hungary,HUN,1985,11093000000
Hungary,HUN,1986,11106000000
Hungary,HUN,1987,11206000000
Hungary,HUN,1988,11395000000
Hungary,HUN,1989,11763000000
Hungary,HUN,1990,11298000000
Hungary,HUN,1991,9765000000
Hungary,HUN,1992,9010000000
Hungary,HUN,1993,8437799999.999999
Hungary,HUN,1994,8425000000
Hungary,HUN,1995,8276000000
Hungary,HUN,1996,8497000000
Hungary,HUN,1997,8583000000
Hungary,HUN,1998,8788000000
Hungary,HUN,1999,9418000000
Hungary,HUN,2000,7052000000
Hungary,HUN,2001,9906000000
Hungary,HUN,2002,7387000000
Hungary,HUN,2003,7300000000
Hungary,HUN,2004,7199000000
Hungary,HUN,2005,7135000000
Hungary,HUN,2006,6923000000
Hungary,HUN,2007,6244000000
Hungary,HUN,2008,5927000000
Hungary,HUN,2009,5708000000
Hungary,HUN,2010,5398000000
Hungary,HUN,2011,5760000000
Hungary,HUN,2012,5887000000
Hungary,HUN,2013,5802000000
Hungary,HUN,2014,5789000000
Hungary,HUN,2015,5655000000
Hungary,HUN,2016,5391000000
IBRD only,,1980,4143350000.0000005
IBRD only,,1981,3346850000
IBRD only,,1982,4328500000
IBRD only,,1983,4809000000
IBRD only,,1984,4977000000
IBRD only,,1985,3154350000
IBRD only,,1986,4140800000
IBRD only,,1987,3238882500
IBRD only,,1988,3833000000
IBRD only,,1989,4208119950.0000005
IBRD only,,1990,3429000000
IBRD only,,1991,3582000000
IBRD only,,1992,4794000000
IBRD only,,1993,2821600000
IBRD only,,1994,1881000000
IBRD only,,1995,1848000000
IBRD only,,1996,2260700000
IBRD only,,1997,2815500000
IBRD only,,1999,2722000000
IBRD only,,2000,1956000000
IBRD only,,2003,2374000000
IBRD only,,2004,2279500000
IBRD only,,2005,2389000000
IBRD only,,2006,2075000000
IBRD only,,2007,2308500000
IBRD only,,2008,1810000000
IBRD only,,2009,1760000000
IBRD only,,2010,1776500000
IBRD only,,2011,1811000000
IBRD only,,2012,2584500000
IBRD only,,2013,1825920000
IBRD only,,2014,3772790000
IDA & IBRD total,,1985,1581500000
IDA & IBRD total,,1990,1839912000
IDA & IBRD total,,1991,1427000000
IDA blend,,1980,337000000
IDA blend,,1981,650500000
IDA blend,,1982,716500000
IDA blend,,1983,736000000
IDA blend,,1984,654000000
IDA blend,,1985,648800000
IDA blend,,1986,706400000
IDA blend,,1987,709000000
IDA blend,,1988,708828000
IDA blend,,1989,707400000
IDA blend,,1990,715400000
IDA blend,,1991,585900000
IDA blend,,1992,515000000
IDA blend,,1993,498024500
IDA blend,,1994,471000000
IDA blend,,1995,545977000
IDA blend,,1996,672500000
IDA blend,,1997,488000000
IDA blend,,1999,876000000
IDA blend,,2000,363000000
IDA blend,,2001,279000000
IDA blend,,2002,459000000
IDA blend,,2004,318000000
IDA blend,,2005,339500000
IDA blend,,2006,416500000
IDA blend,,2007,880500000
IDA blend,,2008,942500000
IDA blend,,2011,947000000
IDA blend,,2012,947000000
IDA blend,,2013,944373500
India,IND,1980,208558000000
India,IND,1981,220787000000
India,IND,1982,226930000000
India,IND,1983,222935000000
India,IND,1984,226582000000
India,IND,1985,240614000000
India,IND,1986,256468000000
India,IND,1987,269389000000
India,IND,1988,263731000000
India,IND,1989,280848000000
India,IND,1990,295644000000
India,IND,1991,314564000000
India,IND,1992,300103000000
India,IND,1993,296245000000
India,IND,1994,319365000000
India,IND,1995,326196780000
India,IND,1996,357013000000
India,IND,1997,379897000000
India,IND,1998,403884000000
India,IND,1999,431000000000
India,IND,2000,430666000000
India,IND,2001,457022000000
India,IND,2002,490912000000
India,IND,2003,515044000000
India,IND,2004,541208000000
India,IND,2005,575702000000
India,IND,2006,615634000000
India,IND,2007,694764000000
India,IND,2008,769956000000
India,IND,2009,838032000000
India,IND,2010,903465000000
India,IND,2011,978508000000
India,IND,2012,978508000000
India,IND,2013,1046522000000
India,IND,2014,1140412000000
India,IND,2015,1147190000000
Indonesia,IDN,1980,5900000000
Indonesia,IDN,1981,5900000000
Indonesia,IDN,1982,6200000000
Indonesia,IDN,1983,6300000000
Indonesia,IDN,1984,6100000000
Indonesia,IDN,1985,6343000000
Indonesia,IDN,1986,7327000000
Indonesia,IDN,1987,7521000000
Indonesia,IDN,1988,7744000000
Indonesia,IDN,1989,8390000000
Indonesia,IDN,1990,9290000000
Indonesia,IDN,1991,9726000000
Indonesia,IDN,1992,10458023000
Indonesia,IDN,1993,12224251000
Indonesia,IDN,1994,13424000000
Indonesia,IDN,1995,15520000000
Indonesia,IDN,1996,15207000000
Indonesia,IDN,1997,15162000000
Indonesia,IDN,1998,16196000000
Indonesia,IDN,2005,25535000000
Indonesia,IDN,2006,25535000000
Indonesia,IDN,2008,14344000000
Indonesia,IDN,2011,20283000000
Indonesia,IDN,2012,20283000000
Indonesia,IDN,2013,20283000000
Indonesia,IDN,2014,20283000000
Iran,IRN,1980,2704000000
Iran,IRN,1981,2728000000
Iran,IRN,1982,4789000000
Iran,IRN,1983,5784000000
Iran,IRN,1984,6130000000
Iran,IRN,1985,5585258000
Iran,IRN,1986,4638365000
Iran,IRN,1987,3673765000
Iran,IRN,1988,4660996000
Iran,IRN,1989,4752239900
Iran,IRN,1990,4573386700
Iran,IRN,1991,4585049000
Iran,IRN,1992,5299000000
Iran,IRN,1993,6422000000
Iran,IRN,1994,6479000000
Iran,IRN,1995,7294000000
Iran,IRN,1996,7044000000
Iran,IRN,1997,6108000000
Iran,IRN,1998,5426000000
Iran,IRN,1999,6451000000
Iran,IRN,2000,7119000000
Iran,IRN,2001,8043000000
Iran,IRN,2002,8582000000
Iran,IRN,2003,9314000000
Iran,IRN,2004,10012000000
Iran,IRN,2005,11149000000
Iran,IRN,2006,12578000000
Iran,IRN,2007,12549000000
Iran,IRN,2008,13900000000
Iran,IRN,2009,15312000000
Iran,IRN,2010,16814000000
Iran,IRN,2011,17877000000
Iran,IRN,2012,17172000000
Iran,IRN,2013,17409000000
Iran,IRN,2014,16272000000
Iran,IRN,2015,14938000000
Iran,IRN,2016,12982000000
Iraq,IRQ,2006,24000000
Iraq,IRQ,2007,24000000
Iraq,IRQ,2008,61000000
Iraq,IRQ,2009,54000000
Iraq,IRQ,2010,54000000
Iraq,IRQ,2011,100000000
Iraq,IRQ,2012,100000000
Iraq,IRQ,2013,99683000
Iraq,IRQ,2014,99000000
Ireland,IRL,1980,1032300000
Ireland,IRL,1981,994600000
Ireland,IRL,1982,887500000
Ireland,IRL,1983,845700000
Ireland,IRL,1984,903400000
Ireland,IRL,1985,1023400000
Ireland,IRL,1986,1075000000
Ireland,IRL,1987,1196000000
Ireland,IRL,1988,1180000000
Ireland,IRL,1989,1220000000
Ireland,IRL,1990,1226000000
Ireland,IRL,1991,1290000000
Ireland,IRL,1992,1226000000
Ireland,IRL,1993,1274000000
Ireland,IRL,1994,1260000000
Ireland,IRL,1995,1291000000
Ireland,IRL,1996,1321000000
Ireland,IRL,1997,1331000000
Ireland,IRL,1998,1579000000
Ireland,IRL,1999,1421000000
Ireland,IRL,2000,1389000000
Ireland,IRL,2001,1515000000
Ireland,IRL,2002,1628000000
Ireland,IRL,2003,1601000000
Ireland,IRL,2004,1582000000
Ireland,IRL,2005,1761000000
Ireland,IRL,2006,1872000000
Ireland,IRL,2007,2007000000
Ireland,IRL,2008,1976000000
Ireland,IRL,2009,1683000000
Ireland,IRL,2010,1678000000
Ireland,IRL,2011,1638000000
Ireland,IRL,2012,1578000000
Ireland,IRL,2013,1568000000
Ireland,IRL,2014,1695000000
Ireland,IRL,2015,1916000000
Israel,ISR,1980,264000000
Israel,ISR,1981,242000000
Israel,ISR,1982,216000000
Israel,ISR,1983,207000000
Israel,ISR,1984,220000000
Israel,ISR,1985,204000000
Israel,ISR,1986,174000000
Israel,ISR,1987,173000000
Israel,ISR,1988,161000000
Israel,ISR,1989,151000000
Israel,ISR,1990,169000000
Israel,ISR,1991,186000000
Israel,ISR,1992,198000000
Israel,ISR,1993,214000000
Israel,ISR,1994,238000000
Israel,ISR,1995,267000000
Israel,ISR,1996,294000000
Israel,ISR,1997,348000000
Israel,ISR,1998,383000000
Israel,ISR,1999,529000000
Israel,ISR,2000,781000000
Israel,ISR,2001,961000000
Israel,ISR,2002,1116000000
Israel,ISR,2003,1278000000
Israel,ISR,2004,1423000000
Israel,ISR,2005,1616000000
Israel,ISR,2006,1609000000
Israel,ISR,2007,1831000000
Israel,ISR,2008,1968000000
Israel,ISR,2009,1968000000
Israel,ISR,2010,1986000000
Israel,ISR,2011,1927000000
Israel,ISR,2012,1927000000
Israel,ISR,2013,1926928000
Israel,ISR,2014,2486000000
Israel,ISR,2015,2608000000
Italy,ITA,1980,39587000000
Italy,ITA,1981,40090000000
Italy,ITA,1982,39542000000
Italy,ITA,1983,36132000000
Italy,ITA,1984,39045000000
Italy,ITA,1985,37401000000
Italy,ITA,1986,40500000000
Italy,ITA,1987,41395000000
Italy,ITA,1988,43343000000
Italy,ITA,1989,44443000000
